moduleCode,moduleName,examCode,examLink
PG3100,CELLULAR PHYSIOLOGY AND NEUROPHYSIOLOGY,X-PG3360-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG3360-1.PDF
PG3101,CELL FUNCTION IN HEALTH AND DISEASE,X-PG3101-1,
PG3105,JS PHYSIOLOGY PAPER 3,X-PG3300-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG3300-1.PDF
PG3200,JS PHYSIOLOGY PAPER 2,X-PG3200-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG3200-3.PDF
PG3300,JS PHYSIOLOGY PAPER 3,X-PG3300-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG3300-1.PDF
PG3360,CELLULAR PHYSIOLOGY AND NEUROPHYSIOLOGY,X-PG3360-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG3360-1.PDF
PG3500,PHYSIOLOGY PAPER 1,X-PG3500-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG3500-2.PDF
PG3700,JS PHYSIOLOGY PAPER 2,X-PG3200-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG3200-3.PDF
PG3700,PHYSIOLOGY PAPER 1,X-PG3500-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG3500-2.PDF
PG3800,JS PHYSIOLOGY PAPER 3,X-PG3300-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG3300-1.PDF
PG3905,JS PHYSIOLOGY PAPER 2,X-PG3200-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG3200-3.PDF
PG4150,SS PHYSIOLOGY PAPER 3,X-PG4150-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG4150-2.PDF
PG4205,SS PHYSIOLOGY PAPER 1,PG4205-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PG/PG4205-2.PDF
PG4460,SENIOR SOPHISTER NEUROSCIENCE PAPER 3,X-PG4460-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG4460-1.PDF
PG4600,SS PHYSIOLOGY PAPER 2,X-PG4600-4,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG4600-4.PDF
PG4700,SS PHYSIOLOGY PAPER 3,X-PG4150-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG4150-2.PDF
PG4815,SS PHYSIOLOGY PAPER 4,PG4815-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PG/PG4815-2.PDF
PG4900,SS PHYSIOLOGY PAPER 2,X-PG4600-4,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG4600-4.PDF
PG4901,ADVANCED TUTORIALS IN HUMAN HEALTH AND DISEASE,PG4901-4,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PG/PG4901-4.PDF
PG4903,HUMAN HEALTH AND DISEASE PAPER 2,X-PG4903-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG4903-1.PDF
PG4904,HUMAN HEALTH AND DISEASE PAPER 2,X-PG4903-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PG4903-1.PDF
PG4905,MEASURING AND REPORTING ON POPULATION HEALTH,PG4905-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PG/PG4905-1.PDF
PH1101,Organic and Inorganic Chemistry for    Pharmacy,PH1101-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH1101-1.PDF
PH1102,Physical Pharmacy I,PH1102-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH1102-1.PDF
PH1103,Pharmaceutical Analysis I,PH1103-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH1103-2.PDF
PH1104,Introduction to Pharmaceutics and Formulation,PH1104-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH1104-1%20Edited.pdf
PH1105,MATHEMATICAL METHODS AND PHARMACEUTICAL CALCULATIO,PH1105-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH1105-3.PDF
PH1109,GENERAL PRINCIPLES OF PHARMACOLOGY,PH1109-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH1109-1%20Edited.pdf
PH11P6,PRACTICE OF PHARMACY I,PH11P6-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH11P6-3%20Edited.pdf
PH2101,Spectroscopy & Regulatory Guidelines,PH2101-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH2101-2.PDF
PH2104,PHYSICAL PHARMACY FORMULATION AND PHARMACEUTICAL,PH2104-4,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH2104-4.PDF
PH2106,PRACTICE OF PHARMACY II,PH2106-3,
PH2108,PHARMACEUTICAL BIOCHEMISTRY AND BIOTECHNOLOGY,PH2108-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH2108-1%20Edited.pdf
PH2110,MOLECULAR & CHEMOTHERAPEUTIC PHARMACOLOGY AND CLIN,PH2110-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH2110-1%20Edited.pdf
PH2111,BLOOD CARDIOVASCULAR & RENAL PHARMACOLOGY AND CLI,PH2111-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH2111-1.PDF
PH3109,ENDOCRINE & REPRODUCTIVE PHARMACOLOGY,PH3009-2,
PH3103,NATURAL SOURCES OF DRUGS AND SUBSTANCES USED IN ME,PH3103-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH3103-1.PDF
PH3104,STERILE PRODUCTS AND ADVANCED PHARMACEUTICAL BIOTE,PH3104-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH3104-1%20Edited.pdf
PH3106,PRACTICE OF PHARMACY III,PH3106-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH3106-3%20Edited.pdf
PH3110,RESPIRATORY & GASTROINTESTINAL SYSTEMS AND CLINICA,PH3110-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH3110-3%20Edited.pdf
PH3111,MALIGNANT DISEASE IMMUNE & OCULAR SYSTEMS AND CLI,PH3111-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH3111-3%20Edited.pdf
PH3112,NEUROPHARMACOLOGY AND CLINICAL THERAPEUTICS,PH3112-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH3112-3%20Edited.pdf
PH4002,MEDICINAL & PHARMACEUTICAL CHEMISTRY IV,PH4002-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH4002-1.PDF
PH4004,ADVANCED DRUG DELIVERY,PH4004-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH4004-1%20Edited.pdf
PH4005,PHARMACOKINETICS PHARMACODYNAMICS    & BIOPHARMACEU,PH4005-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH4005-1%20Edited.pdf
PH4006,Pharmacy Law and Professional Requirements,PH4006-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH4006-3.PDF
PH4007,PRACTICE OF PHARMACY IV-2,PH4007-4,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH4007-4.PDF
PH4008,ADDICTION PHARMACY,PH4008-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH4008-2.PDF
PH4009,NEUROPHARMACOLOGY,PH4009-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH4009-1%20Edited.pdf
PH4011,MALIGNANT DISEASEIMMUNOPHARMACOLOGY &PHARMACOLOGY,PH4011-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PH/PH4011-1%20Edited.pdf
PI1003,TOPICS I,PI1003-4,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI1003-4.PDF
PI1004,TOPICS II,PI1004-4,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI1004-4.PDF
PI1006,CENTRAL PROBLEMS IN PHILOSOPHY B,PI1006-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI1006-3.PDF
PI1007,HISTORY OF PHILOSOPHY I B,PI1007-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI1007-3.PDF
PI1010,CENTRAL PROBLEMS IN PHILOSOPHY A,PI1010-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI1010-3.PDF
PI1011,CENTRAL PROBLEMS IN PHILOSOPHY B,PI1011-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI1011-2.PDF
PI1012,HISTORY OF PHILOSOPHY I A,PI1012-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI1012-2.PDF
PI1013,HISTORY OF PHILOSOPHY I B,PI1013-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI1013-3.PDF
PI106C,CENTRAL PROBLEMS IN PHILOSOPHY B,PI106C-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI106C-2.PDF
PI107C,HISTORY OF PHILOSOPHY I V,PI107C-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI107C-2.PDF
PI2008,HISTORY OF PHILOSOPHY II B,PI2008-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI2008-3.PDF
PI2009,LOGIC LANGUAGE AND PHILOSOPHY OF SCIENCE B,PI2009-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI2009-3.PDF
PI2010,HISTORY OF PHILOSOPHY II A,PI2010-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI2010-2.PDF
PI2011,HISTORY OF PHILOSOPHY II B,PI2011-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI2011-3.PDF
PI2012,LOGIC,PI2012-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI2012-3.PDF
PI2013,PHILOSOPHY OF SCIENCE,PI2013-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI2013-2.PDF
PI2014,TEXTS I,PI2014-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI2014-3.PDF
PI2015,TEXTS II,PI2015-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI2015-3.PDF
PI208C,HISTORY OF PHILOSOPHY II V,PI208C-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI208C-2.PDF
PI209C,LOGIC AND PHILOSOPHY OF SCIENCE V,PI209C-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI209C-2.PDF
PI3002,POLITICAL PHILOSOPHY,PI3002-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI3002-3.PDF
PI3003,TOPICS IN ANCIENT PHILOSOPHY,PI3003-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI3003-3.PDF
PI3006,TOPICS IN ANALYTIC PHILOSOPHY,PI3006-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI3006-3.PDF
PI3007,MORAL PHILOSOPHY,PI3007-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI3007-3.PDF
PI3008,PHILOSOPHY OF RELIGION,PI3008-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI3008-3.PDF
PI3013,TOPICS IN CONTINENTAL PHILOSOPHY,PI3013-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI3013-3.PDF
PI3017,METAPHYSICS,PI3017-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI3017-3.PDF
PI3018,PHILOSOPHY OF MIND,PI3018-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI3018-3.PDF
PI3019,ETHICS VIRTUES: ANCIENT AND MODERN,PI3019-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI3019-3.PDF
PI306C,TOPICS IN ANALYTIC PHILOSOPHY,PI306C-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI306C-3.PDF
PI307C,MORAL PHILOSOPHY,PI307C-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI307C-2.PDF
PI308C,PHILOSOPHY OF RELIGION,PI308C-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI308C-3.PDF
PI317C,METAPHYSICS,PI317C-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI317C-3.PDF
PI319C,ETHICS VIRTUES: ANCIENT AND MODERN,PI319C-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI319C-3.PDF
PI4024,PHILOSOPHY SEMINAR PAPER 1,X-PI4001-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4001-1.PDF
PI4028,PHILOSOPHY SEMINAR PAPER 1,X-PI4001-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4001-1.PDF
PI4040,PHILOSOPHY SEMINAR PAPER 2,X-PI4001-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4001-2.PDF
PI4041,PHILOSOPHY SEMINAR PAPER 1,X-PI4001-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4001-1.PDF
PI4042,PHILOSOPHY SEMINAR PAPER 1,X-PI4001-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4001-1.PDF
PI4048,PHILOSOPHY SEMINAR PAPER 2,X-PI4001-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4001-2.PDF
PI4049,ANALYTIC PHILOSOPHY OF TIME,PI4049-2,
PI4050,PHILOSOPHY SEMINAR PAPER 2,X-PI4001-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4001-2.PDF
PI4051,PHILOSOPHY SEMINAR PAPER 2,X-PI4001-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4001-2.PDF
PI4124,PHILOSOPHY SEMINAR PAPER 1A,X-PI4124-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4124-3.PDF
PI4128,PHILOSOPHY SEMINAR PAPER 1A,X-PI4124-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4124-3.PDF
PI4140,PHILOSOPHY SEMINAR PAPER 2A,X-PI4141-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4141-3.PDF
PI4141,PHILOSOPHY SEMINAR PAPER 1A,X-PI4124-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4124-3.PDF
PI4142,PHILOSOPHY SEMINAR PAPER 1A,X-PI4124-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4124-3.PDF
PI4148,PHILOSOPHY SEMINAR PAPER 2A,X-PI4141-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4141-3.PDF
PI4150,PHILOSOPHY SEMINAR PAPER 2A,X-PI4141-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4141-3.PDF
PI4151,PHILOSOPHY SEMINAR PAPER 2A,X-PI4141-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PI4141-3.PDF
PI4201,PHILOSOPHY GENERAL PAPER,PI4201-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PI/PI4201-1.PDF
PLF100,POLISH FOR BEGINNERS,PLF100-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PLF/PLF100-1.PDF
PLF104,POLISH LANGUAGE,X-PLF104-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PLF104-1.PDF
PLF114,POLISH FOR ACADEMIC PURPOSES,X-PLF114-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PLF114-2.PDF
PLF214,POLISH FOR ACADEMIC PURPOSES,X-PLF114-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PLF114-2.PDF
PLS100,POLISH LANGUAGE 3,PLS100-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PLS/PLS100-1-%20do%20not%20publish%20before%20supps.PDF
PLS100,POLISH LANGUAGE 3,PLS100-2,
PLS207,BUSINESS POLISH ADVANCED [BSL],PLS207-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PLS/PLS207-3.PDF
PLS604,CONTEMPORARY POLISH SOCIETY,PLS604-1,
PO1600,INTRODUCTION TO POLITICAL SCIENCE,PO1600-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO1600-3.PDF
PO1603,POLITICS AND IRISH SOCIETY,PO1603-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO1603-1.PDF
PO2610,HISTORY OF POLITICAL THOUGHT,PO2610-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO2610-3.PDF
PO2640,INTERNATIONAL RELATIONS,PO2640-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO2640-2.PDF
PO2650,COMPARATIVE POLITICS,PO2650-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO2650-2.PDF
PO3600,RESEARCH METHODS,PO3600-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO3600-3.PDF
PO3630,IRISH POLITICS,PO3630-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO3630-2.PDF
PO3650,GOVERNMENT & POLITICS OF THE USA,PO3650-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO3650-2.PDF
PO3670,DEMOCRACY & DEVELOPMENT,PO3670-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO3670-1.PDF
PO3680,EUROPEAN UNION POLITICS,PO3680-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO3680-2.PDF
PO3720,POLITICAL VIOLENCE,PO3720-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO3720-2.PDF
PO3730,PUBLIC OPINION AND POLITICAL PARTICIPATION,PO3730-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO3730-2.PDF
PO4610,CONTEMPORARY POLITICAL THEORIES,PO4610-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO4610-3.PDF
PO4670,POLITICAL PARTIES,PO4670-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO4670-3.PDF
PO4700,CONTEMPORARY INTERNATIONAL RELATIONS,PO4700-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO4700-3.PDF
PO4701,CONTEMPORARY INTERNATIONAL RELATIONS,PO4701-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO4701-3.PDF
PO4710,AFRICAN POLITICS,PO4710-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO4710-3.PDF
PO4740,TOPICS IN POLITICAL SCIENCE,PO4740-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO4740-3.PDF
PO4750,CHINESE POLITICS,PO4750-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO4750-3.PDF
PO4760,THE POLITICS OF POLICY-MAKING,PO4760-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO4760-3.PDF
PO4770,POLITICAL PSYCHOLOGY,PO4770-3,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PO/PO4770-3.PDF
PR3001,BIOLOGY OF NEUROLOGICAL PSYCHIATRIC DISEASE,PR3001-4,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PR/PR3001-4.PDF
PS1009,PSYCHOLOGICAL DISORDER,PS1009-1,
PS1205,EVOLUTIONARY PSYCHOLOGY,PS1205-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS1205-1.PDF
PS1206,SOCIAL PSYCHOLOGY,PS1206-1,
PS1207,PERCEPTION,PS1207-1,
PS1208,FUNDAMENTALS OF NEUROSCIENCE AND BEHAVIOUR,PS1208-1,
PS1211,INTRODUCTION TO ORGANISATIONS,PS1211-1,
PS1230,PERSONALITY AND INDIVIDUAL DIFFERENCES,PS1230-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS1230-1.PDF
PS1232,FOUNDATIONS OF PSYCHOLOGICAL THOUGHT APPLICATION,PS1232-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS1232-1.PDF
PS1233,BRAIN COGNITION LANGUAGE,PS1233-1,
PS1233,BRAIN COGNITION LANGUAGE,PS1233-2,
PS2007,DEVELOPMENTAL PSYCHOLOGY,PS2007-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS2007-1.PDF
PS3435,THE SOCIAL SELF:THEORY AND MEASUREMENT,PS3435-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS3435-1.PDF
PS3437,CHILD DEVELOPMENT IN CHANGING FAMILY CONTEXTS,PS3437-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS3437-1.PDF
PS3439,APPLIED ISSUES IN DEVELOPMENTAL PSYCHOLOGY,PS3439-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS3439-1.PDF
PS3440,PSYCHOLOGY OF CRIMINAL BEHAVIOUR,PS3440-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS3440-1.PDF
PS3454,SOCIAL NEUROSCIENCE,PS3454-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS3454-1.PDF
PS3458,PRECLINICAL & CLINICAL MODELS OF NEUROPSYCHIATRIC,PS3458-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS3458-1.PDF
PS3464,THE BRAIN THROUGHOUT THE LIFESPAN,PS3464-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS3464-1.PDF
PS3469,ADVANCED PERSONALITY AND INDIVIDUAL DIFFERENCES,PS3469-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS3469-1.PDF
PS3470,PSYCHOANALYSIS AND PERSONALITY,PS3470-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS3470-1.PDF
PS3471,CASE STUDIES IN NEUROPSYCHOLOGY,PS3471-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS3471-1.PDF
PS3472,CREATIVE COGNITION,PS3472-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS3472-1.PDF
PS3473,HUMAN REASONING,PS3473-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS3473-1.PDF
PS4009,GENERAL ESSAY PAPER,PS4009-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS4009-2.PDF
PS4020,SENIOR SOPHISTER NEUROSCIENCES PAPER 2,X-GE4060-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-GE4060-1.PDF
PS7061,RESEARCH METHODOLOGY AND STATISTICS,PS7061-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS7061-1.PDF
PS7062,INTRODUCTION TO PSYCHOMETRICS,PS7062-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS7062-1.PDF
PS7069,ISSUES IN CHILD & ADOLESCENT CLINICAL PSYCHOLOGY,PS7069-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS7069-1.PDF
PS7176,PSYCHOLOGY APPLIED TO LIFESPAN BEHAVIOURAL AND EMO,PS7176-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PS/PS7176-2.PDF
PT2001,MUSCULOSKELETAL SYSTEMS I,PT2001-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PT/PT2001-1.PDF
PT2001,MUSCULOSKELETAL SYSTEMS II,PT2001-2,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PT/PT2001-2.PDF
PT2002,NEUROLOGY SYSTEMS,PT2002-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PT/PT2002-1.PDF
PT2003,CARDIOVASCULAR RESPIRATORY SYSTEMS,PT2003-1,
PT2005,CLINICAL SCIENCES: PAIN,PT2005-1,
PT2005,CLINICAL SCIENCES: PATHOLOGY,PT2005-2,
PT3003,REHABILITATION SPECIALIST I,PT3003-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PT/PT3003-1.PDF
PT3004,REHABILITATION SPECIALIST II,PT3004-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PT/PT3004-1.PDF
PT3L00,PAEDIATRICS AND LEARNING DISABILITY,PT3L00-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PT/PT3L00-1.PDF
PT3T00,PSYCHOLOGY,PT3T00-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PT/PT3T00-1.PDF
PT4E00,SPORTS & EXERCISE MEDICINE,PT4E00-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PT/PT4E00-1.PDF
PT4F06,ERGONOMICS,PT4F06-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PT/PT4F06-1.PDF
PY1E04,1E4 PHYSICS,PY1E04-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PY/PY1E04-1.PDF
PY1F01,FOUNDATION PHYSICS FOR EARTH AND LIFE SCIENCES,PY1F01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/PY/PY1F01-1.PDF
PY1N10,PHYSICS PAPER I,X-PY1P10-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PY1P10-1.PDF
PY1N20,PHYSICS PAPER 2,X-PY1P20-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PY1P20-1.PDF
PY1P01,Physiotherapy Physics,X-PY1P01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PY1P01-1.PDF
PY1P02,Physiotherapy Physics,X-PY1P01-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PY1P01-1.PDF
PY1P10,PHYSICS PAPER I,X-PY1P10-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PY1P10-1.PDF
PY1P20,PHYSICS PAPER 2,X-PY1P20-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PY1P20-1.PDF
PY1T10,PHYSICS PAPER I,X-PY1P10-1,https://www.tcd.ie/academicregistry/exams/assets/local/past-papers2018/X/X-PY1P10-1.PDF
